Angle (deg),Energy (eV),Differential cross section (m2/sr)
34.0,0.19048,1.3837e-21
35.0,0.19048,1.3485e-21
36.0,0.19048,1.313e-21
37.0,0.19048,1.2772e-21
38.0,0.19048,1.2411e-21
39.0,0.19048,1.2048e-21
40.0,0.19048,1.1684e-21
41.0,0.19048,1.1319e-21
42.0,0.19048,1.0954e-21
43.0,0.19048,1.0589e-21
44.0,0.19048,1.0224e-21
45.0,0.19048,9.8614e-22
46.0,0.19048,9.5002e-22
47.0,0.19048,9.1415e-22
48.0,0.19048,8.7856e-22
49.0,0.19048,8.4331e-22
50.0,0.19048,8.0846e-22
51.0,0.19048,7.7404e-22
52.0,0.19048,7.4011e-22
53.0,0.19048,7.067e-22
54.0,0.19048,6.7387e-22
55.0,0.19048,6.4166e-22
56.0,0.19048,6.101e-22
57.0,0.19048,5.7923e-22
58.0,0.19048,5.4908e-22
59.0,0.19048,5.1969e-22
60.0,0.19048,4.9109e-22
61.0,0.19048,4.633e-22
62.0,0.19048,4.3634e-22
63.0,0.19048,4.1024e-22
64.0,0.19048,3.8501e-22
65.0,0.19048,3.6067e-22
66.0,0.19048,3.3724e-22
67.0,0.19048,3.1471e-22
68.0,0.19048,2.9309e-22
69.0,0.19048,2.724e-22
70.0,0.19048,2.5262e-22
71.0,0.19048,2.3375e-22
72.0,0.19048,2.158e-22
73.0,0.19048,1.9875e-22
74.0,0.19048,1.8259e-22
75.0,0.19048,1.6731e-22
76.0,0.19048,1.529e-22
77.0,0.19048,1.3933e-22
78.0,0.19048,1.2659e-22
79.0,0.19048,1.1465e-22
80.0,0.19048,1.035e-22
81.0,0.19048,9.3111e-23
82.0,0.19048,8.3455e-23
83.0,0.19048,7.4508e-23
84.0,0.19048,6.6241e-23
85.0,0.19048,5.8628e-23
86.0,0.19048,5.164e-23
87.0,0.19048,4.5246e-23
88.0,0.19048,3.942e-23
89.0,0.19048,3.413e-23
90.0,0.19048,2.9348e-23
91.0,0.19048,2.5044e-23
92.0,0.19048,2.119e-23
93.0,0.19048,1.7758e-23
94.0,0.19048,1.472e-23
95.0,0.19048,1.2048e-23
96.0,0.19048,9.7174e-24
97.0,0.19048,7.7016e-24
98.0,0.19048,5.9767e-24
99.0,0.19048,4.5189e-24
100.0,0.19048,3.306e-24
101.0,0.19048,2.3165e-24
102.0,0.19048,1.5301e-24
103.0,0.19048,9.2767e-25
104.0,0.19048,4.9119e-25
105.0,0.19048,2.0372e-25
106.0,0.19048,4.9495e-26
107.0,0.19048,1.382e-26
108.0,0.19048,8.3101e-26
109.0,0.19048,2.448e-25
110.0,0.19048,4.8741e-25
111.0,0.19048,8.004e-25
112.0,0.19048,1.1742e-24
113.0,0.19048,1.6002e-24
114.0,0.19048,2.0705e-24
115.0,0.19048,2.5781e-24
116.0,0.19048,3.1169e-24
117.0,0.19048,3.6813e-24
118.0,0.19048,4.2665e-24
119.0,0.19048,4.8683e-24
120.0,0.19048,5.4829e-24
121.0,0.19048,6.1073e-24
122.0,0.19048,6.7387e-24
123.0,0.19048,7.375e-24
124.0,0.19048,8.0143e-24
125.0,0.19048,8.655e-24
126.0,0.19048,9.296e-24
127.0,0.19048,9.9363e-24
128.0,0.19048,1.0575e-23
129.0,0.19048,1.1212e-23
130.0,0.19048,1.1847e-23
131.0,0.19048,1.2479e-23
132.0,0.19048,1.3109e-23
133.0,0.19048,1.3736e-23
134.0,0.19048,1.4361e-23
135.0,0.19048,1.4984e-23
136.0,0.19048,1.5604e-23
137.0,0.19048,1.6222e-23
138.0,0.19048,1.6838e-23
139.0,0.19048,1.7453e-23
140.0,0.19048,1.8065e-23
141.0,0.19048,1.8676e-23
142.0,0.19048,1.9286e-23
143.0,0.19048,1.9894e-23
144.0,0.19048,2.05e-23
145.0,0.19048,2.1104e-23
146.0,0.19048,2.1705e-23
147.0,0.19048,2.2304e-23
148.0,0.19048,2.2901e-23
149.0,0.19048,2.3494e-23
150.0,0.19048,2.4082e-23
151.0,0.19048,2.4666e-23
152.0,0.19048,2.5245e-23
153.0,0.19048,2.5818e-23
154.0,0.19048,2.6384e-23
155.0,0.19048,2.6941e-23
156.0,0.19048,2.749e-23
157.0,0.19048,2.8029e-23
158.0,0.19048,2.8557e-23
159.0,0.19048,2.9072e-23
160.0,0.19048,2.9575e-23
161.0,0.19048,3.0063e-23
162.0,0.19048,3.0535e-23
163.0,0.19048,3.099e-23
164.0,0.19048,3.1427e-23
165.0,0.19048,3.1845e-23
166.0,0.19048,3.2243e-23
167.0,0.19048,3.2618e-23
168.0,0.19048,3.2971e-23
169.0,0.19048,3.33e-23
170.0,0.19048,3.3605e-23
171.0,0.19048,3.3883e-23
172.0,0.19048,3.4135e-23
173.0,0.19048,3.4359e-23
174.0,0.19048,3.4554e-23
175.0,0.19048,3.4721e-23
176.0,0.19048,3.4858e-23
177.0,0.19048,3.4966e-23
178.0,0.19048,3.5043e-23
179.0,0.19048,3.5089e-23
180.0,0.19048,3.5104e-23
0.0,0.20408,2.0112e-21
1.0,0.20408,2.0105e-21
2.0,0.20408,2.0084e-21
3.0,0.20408,2.0049e-21
4.0,0.20408,1.9999e-21
5.0,0.20408,1.9936e-21
6.0,0.20408,1.9859e-21
7.0,0.20408,1.9768e-21
8.0,0.20408,1.9663e-21
9.0,0.20408,1.9544e-21
10.0,0.20408,1.9413e-21
11.0,0.20408,1.9268e-21
12.0,0.20408,1.9109e-21
13.0,0.20408,1.8938e-21
14.0,0.20408,1.8755e-21
15.0,0.20408,1.8559e-21
16.0,0.20408,1.8351e-21
17.0,0.20408,1.8131e-21
18.0,0.20408,1.7899e-21
19.0,0.20408,1.7657e-21
20.0,0.20408,1.7403e-21
21.0,0.20408,1.7139e-21
22.0,0.20408,1.6865e-21
23.0,0.20408,1.6581e-21
24.0,0.20408,1.6288e-21
25.0,0.20408,1.5986e-21
26.0,0.20408,1.5675e-21
27.0,0.20408,1.5356e-21
28.0,0.20408,1.5031e-21
29.0,0.20408,1.4698e-21
30.0,0.20408,1.4358e-21
31.0,0.20408,1.4013e-21
32.0,0.20408,1.3662e-21
33.0,0.20408,1.3307e-21
34.0,0.20408,1.2947e-21
35.0,0.20408,1.2584e-21
36.0,0.20408,1.2217e-21
37.0,0.20408,1.1848e-21
38.0,0.20408,1.1477e-21
39.0,0.20408,1.1105e-21
40.0,0.20408,1.0733e-21
41.0,0.20408,1.036e-21
42.0,0.20408,9.9877e-22
43.0,0.20408,9.6167e-22
44.0,0.20408,9.2475e-22
45.0,0.20408,8.8807e-22
46.0,0.20408,8.5168e-22
47.0,0.20408,8.1565e-22
48.0,0.20408,7.8004e-22
49.0,0.20408,7.4488e-22
50.0,0.20408,7.1025e-22
51.0,0.20408,6.7618e-22
52.0,0.20408,6.4273e-22
53.0,0.20408,6.0994e-22
54.0,0.20408,5.7787e-22
55.0,0.20408,5.4654e-22
56.0,0.20408,5.16e-22
57.0,0.20408,4.8628e-22
58.0,0.20408,4.5741e-22
59.0,0.20408,4.2943e-22
60.0,0.20408,4.0236e-22
61.0,0.20408,3.7621e-22
62.0,0.20408,3.5102e-22
63.0,0.20408,3.2679e-22
64.0,0.20408,3.0354e-22
65.0,0.20408,2.8127e-22
66.0,0.20408,2.5999e-22
67.0,0.20408,2.3971e-22
68.0,0.20408,2.2041e-22
69.0,0.20408,2.0209e-22
70.0,0.20408,1.8476e-22
71.0,0.20408,1.6838e-22
72.0,0.20408,1.5296e-22
73.0,0.20408,1.3848e-22
74.0,0.20408,1.249e-22
75.0,0.20408,1.1223e-22
76.0,0.20408,1.0042e-22
77.0,0.20408,8.9459e-23
78.0,0.20408,7.9316e-23
79.0,0.20408,6.9962e-23
80.0,0.20408,6.1369e-23
81.0,0.20408,5.3504e-23
82.0,0.20408,4.6336e-23
83.0,0.20408,3.9833e-23
84.0,0.20408,3.3962e-23
85.0,0.20408,2.8689e-23
86.0,0.20408,2.3982e-23
87.0,0.20408,1.9807e-23
88.0,0.20408,1.6132e-23
89.0,0.20408,1.2924e-23
90.0,0.20408,1.0152e-23
91.0,0.20408,7.7849e-24
92.0,0.20408,5.7919e-24
93.0,0.20408,4.1441e-24
94.0,0.20408,2.8134e-24
95.0,0.20408,1.7727e-24
96.0,0.20408,9.9623e-25
97.0,0.20408,4.5922e-25
98.0,0.20408,1.3836e-25
99.0,0.20408,1.1575e-26
100.0,0.20408,5.8121e-26
101.0,0.20408,2.5856e-25
102.0,0.20408,5.9477e-25
103.0,0.20408,1.0499e-24
104.0,0.20408,1.6085e-24
105.0,0.20408,2.2561e-24
106.0,0.20408,2.9797e-24
107.0,0.20408,3.7673e-24
108.0,0.20408,4.6081e-24
109.0,0.20408,5.4923e-24
110.0,0.20408,6.4111e-24
111.0,0.20408,7.3568e-24
112.0,0.20408,8.3223e-24
113.0,0.20408,9.3016e-24
114.0,0.20408,1.0289e-23
115.0,0.20408,1.1281e-23
116.0,0.20408,1.2272e-23
117.0,0.20408,1.326e-23
118.0,0.20408,1.4241e-23
119.0,0.20408,1.5214e-23
120.0,0.20408,1.6176e-23
121.0,0.20408,1.7125e-23
122.0,0.20408,1.8062e-23
123.0,0.20408,1.8984e-23
124.0,0.20408,1.9891e-23
125.0,0.20408,2.0782e-23
126.0,0.20408,2.1658e-23
127.0,0.20408,2.2518e-23
128.0,0.20408,2.3363e-23
129.0,0.20408,2.4192e-23
130.0,0.20408,2.5005e-23
131.0,0.20408,2.5803e-23
132.0,0.20408,2.6587e-23
133.0,0.20408,2.7356e-23
134.0,0.20408,2.8111e-23
135.0,0.20408,2.8852e-23
136.0,0.20408,2.9579e-23
137.0,0.20408,3.0293e-23
138.0,0.20408,3.0993e-23
139.0,0.20408,3.1681e-23
140.0,0.20408,3.2356e-23
141.0,0.20408,3.3019e-23
142.0,0.20408,3.3669e-23
143.0,0.20408,3.4306e-23
144.0,0.20408,3.4931e-23
145.0,0.20408,3.5543e-23
146.0,0.20408,3.6142e-23
147.0,0.20408,3.6728e-23
148.0,0.20408,3.7302e-23
149.0,0.20408,3.7862e-23
150.0,0.20408,3.8408e-23
151.0,0.20408,3.8941e-23
152.0,0.20408,3.9459e-23
153.0,0.20408,3.9964e-23
154.0,0.20408,4.0453e-23
155.0,0.20408,4.0928e-23
156.0,0.20408,4.1387e-23
157.0,0.20408,4.183e-23
158.0,0.20408,4.2258e-23
159.0,0.20408,4.2668e-23
160.0,0.20408,4.3063e-23
161.0,0.20408,4.344e-23
162.0,0.20408,4.38e-23
163.0,0.20408,4.4142e-23
164.0,0.20408,4.4466e-23
165.0,0.20408,4.4772e-23
166.0,0.20408,4.5059e-23
167.0,0.20408,4.5328e-23
168.0,0.20408,4.5577e-23
169.0,0.20408,4.5807e-23
170.0,0.20408,4.6018e-23
171.0,0.20408,4.621e-23
172.0,0.20408,4.6381e-23
173.0,0.20408,4.6533e-23
174.0,0.20408,4.6665e-23
175.0,0.20408,4.6777e-23
176.0,0.20408,4.6868e-23
177.0,0.20408,4.694e-23
178.0,0.20408,4.699e-23
179.0,0.20408,4.7021e-23
180.0,0.20408,4.7031e-23
0.0,0.21769,1.9776e-21
1.0,0.21769,1.9768e-21
2.0,0.21769,1.9745e-21
3.0,0.21769,1.9707e-21
4.0,0.21769,1.9653e-21
5.0,0.21769,1.9584e-21
6.0,0.21769,1.95e-21
7.0,0.21769,1.9401e-21
8.0,0.21769,1.9287e-21
9.0,0.21769,1.9158e-21
10.0,0.21769,1.9015e-21
11.0,0.21769,1.8858e-21
12.0,0.21769,1.8686e-21
13.0,0.21769,1.8501e-21
14.0,0.21769,1.8302e-21
15.0,0.21769,1.809e-21
16.0,0.21769,1.7866e-21
17.0,0.21769,1.7628e-21
18.0,0.21769,1.7379e-21
19.0,0.21769,1.7118e-21
20.0,0.21769,1.6845e-21
21.0,0.21769,1.6562e-21
22.0,0.21769,1.6268e-21
23.0,0.21769,1.5965e-21
24.0,0.21769,1.5652e-21
25.0,0.21769,1.533e-21
26.0,0.21769,1.4999e-21
27.0,0.21769,1.4661e-21
28.0,0.21769,1.4316e-21
29.0,0.21769,1.3964e-21
30.0,0.21769,1.3606e-21
31.0,0.21769,1.3242e-21
32.0,0.21769,1.2874e-21
33.0,0.21769,1.2502e-21
34.0,0.21769,1.2126e-21
35.0,0.21769,1.1748e-21
36.0,0.21769,1.1367e-21
37.0,0.21769,1.0985e-21
38.0,0.21769,1.0602e-21
39.0,0.21769,1.0219e-21
40.0,0.21769,9.8361e-22
41.0,0.21769,9.4549e-22
42.0,0.21769,9.0756e-22
43.0,0.21769,8.6989e-22
44.0,0.21769,8.3254e-22
45.0,0.21769,7.9557e-22
46.0,0.21769,7.5906e-22
47.0,0.21769,7.2305e-22
48.0,0.21769,6.876e-22
49.0,0.21769,6.5278e-22
50.0,0.21769,6.1863e-22
51.0,0.21769,5.8521e-22
52.0,0.21769,5.5256e-22
53.0,0.21769,5.2073e-22
54.0,0.21769,4.8975e-22
55.0,0.21769,4.5967e-22
56.0,0.21769,4.3052e-22
57.0,0.21769,4.0232e-22
58.0,0.21769,3.7512e-22
59.0,0.21769,3.4892e-22
60.0,0.21769,3.2375e-22
61.0,0.21769,2.9962e-22
62.0,0.21769,2.7654e-22
63.0,0.21769,2.5453e-22
64.0,0.21769,2.3358e-22
65.0,0.21769,2.1369e-22
66.0,0.21769,1.9485e-22
67.0,0.21769,1.7707e-22
68.0,0.21769,1.6033e-22
69.0,0.21769,1.4461e-22
70.0,0.21769,1.2989e-22
71.0,0.21769,1.1617e-22
72.0,0.21769,1.034e-22
73.0,0.21769,9.1567e-23
74.0,0.21769,8.0643e-23
75.0,0.21769,7.0597e-23
76.0,0.21769,6.1397e-23
77.0,0.21769,5.3009e-23
78.0,0.21769,4.54e-23
79.0,0.21769,3.8532e-23
80.0,0.21769,3.2371e-23
81.0,0.21769,2.6879e-23
82.0,0.21769,2.2019e-23
83.0,0.21769,1.7754e-23
84.0,0.21769,1.4048e-23
85.0,0.21769,1.0863e-23
86.0,0.21769,8.1637e-24
87.0,0.21769,5.9147e-24
88.0,0.21769,4.0817e-24
89.0,0.21769,2.6313e-24
90.0,0.21769,1.5312e-24
91.0,0.21769,7.5048e-25
92.0,0.21769,2.5955e-25
93.0,0.21769,3.0192e-26
94.0,0.21769,3.5654e-26
95.0,0.21769,2.5071e-25
96.0,0.21769,6.5166e-25
97.0,0.21769,1.2164e-24
98.0,0.21769,1.9242e-24
99.0,0.21769,2.7561e-24
100.0,0.21769,3.6945e-24
101.0,0.21769,4.7233e-24
102.0,0.21769,5.8277e-24
103.0,0.21769,6.9946e-24
104.0,0.21769,8.2118e-24
105.0,0.21769,9.4687e-24
106.0,0.21769,1.0756e-23
107.0,0.21769,1.2064e-23
108.0,0.21769,1.3387e-23
109.0,0.21769,1.4717e-23
110.0,0.21769,1.605e-23
111.0,0.21769,1.738e-23
112.0,0.21769,1.8703e-23
113.0,0.21769,2.0017e-23
114.0,0.21769,2.1317e-23
115.0,0.21769,2.2603e-23
116.0,0.21769,2.3872e-23
117.0,0.21769,2.5123e-23
118.0,0.21769,2.6356e-23
119.0,0.21769,2.7568e-23
120.0,0.21769,2.8761e-23
121.0,0.21769,2.9933e-23
122.0,0.21769,3.1085e-23
123.0,0.21769,3.2217e-23
124.0,0.21769,3.3329e-23
125.0,0.21769,3.4421e-23
126.0,0.21769,3.5494e-23
127.0,0.21769,3.6547e-23
128.0,0.21769,3.7582e-23
129.0,0.21769,3.8598e-23
130.0,0.21769,3.9596e-23
131.0,0.21769,4.0575e-23
132.0,0.21769,4.1537e-23
133.0,0.21769,4.2481e-23
134.0,0.21769,4.3407e-23
135.0,0.21769,4.4316e-23
136.0,0.21769,4.5206e-23
137.0,0.21769,4.6079e-23
138.0,0.21769,4.6934e-23
139.0,0.21769,4.777e-23
140.0,0.21769,4.8587e-23
141.0,0.21769,4.9386e-23
142.0,0.21769,5.0165e-23
143.0,0.21769,5.0925e-23
144.0,0.21769,5.1664e-23
145.0,0.21769,5.2383e-23
146.0,0.21769,5.3082e-23
147.0,0.21769,5.3759e-23
148.0,0.21769,5.4415e-23
149.0,0.21769,5.5049e-23
150.0,0.21769,5.5661e-23
151.0,0.21769,5.625e-23
152.0,0.21769,5.6817e-23
153.0,0.21769,5.7361e-23
154.0,0.21769,5.7883e-23
155.0,0.21769,5.8381e-23
156.0,0.21769,5.8856e-23
157.0,0.21769,5.9309e-23
158.0,0.21769,5.9739e-23
159.0,0.21769,6.0146e-23
160.0,0.21769,6.053e-23
161.0,0.21769,6.0892e-23
162.0,0.21769,6.1233e-23
163.0,0.21769,6.1551e-23
164.0,0.21769,6.1849e-23
165.0,0.21769,6.2125e-23
166.0,0.21769,6.2381e-23
167.0,0.21769,6.2617e-23
168.0,0.21769,6.2833e-23
169.0,0.21769,6.303e-23
170.0,0.21769,6.3209e-23
171.0,0.21769,6.3368e-23
172.0,0.21769,6.351e-23
173.0,0.21769,6.3634e-23
174.0,0.21769,6.3741e-23
175.0,0.21769,6.3831e-23
176.0,0.21769,6.3904e-23
177.0,0.21769,6.3961e-23
178.0,0.21769,6.4001e-23
179.0,0.21769,6.4025e-23
180.0,0.21769,6.4033e-23
0.0,0.23129,1.926e-21
1.0,0.23129,1.9252e-21
2.0,0.23129,1.9227e-21
3.0,0.23129,1.9187e-21
4.0,0.23129,1.913e-21
5.0,0.23129,1.9058e-21
6.0,0.23129,1.897e-21
7.0,0.23129,1.8866e-21
8.0,0.23129,1.8746e-21
9.0,0.23129,1.8611e-21
10.0,0.23129,1.8461e-21
11.0,0.23129,1.8296e-21
12.0,0.23129,1.8116e-21
13.0,0.23129,1.7922e-21
14.0,0.23129,1.7714e-21
15.0,0.23129,1.7492e-21
16.0,0.23129,1.7257e-21
17.0,0.23129,1.701e-21
18.0,0.23129,1.6749e-21
19.0,0.23129,1.6477e-21
20.0,0.23129,1.6193e-21
21.0,0.23129,1.5898e-21
22.0,0.23129,1.5592e-21
23.0,0.23129,1.5277e-21
24.0,0.23129,1.4952e-21
25.0,0.23129,1.4618e-21
26.0,0.23129,1.4276e-21
27.0,0.23129,1.3926e-21
28.0,0.23129,1.3569e-21
29.0,0.23129,1.3206e-21
30.0,0.23129,1.2837e-21
31.0,0.23129,1.2463e-21
32.0,0.23129,1.2085e-21
33.0,0.23129,1.1704e-21
34.0,0.23129,1.1319e-21
35.0,0.23129,1.0933e-21
36.0,0.23129,1.0544e-21
37.0,0.23129,1.0156e-21
38.0,0.23129,9.767e-22
39.0,0.23129,9.3792e-22
40.0,0.23129,8.9928e-22
41.0,0.23129,8.6088e-22
42.0,0.23129,8.2276e-22
43.0,0.23129,7.8502e-22
44.0,0.23129,7.4771e-22
45.0,0.23129,7.109e-22
46.0,0.23129,6.7466e-22
47.0,0.23129,6.3905e-22
48.0,0.23129,6.0413e-22
49.0,0.23129,5.6996e-22
50.0,0.23129,5.3658e-22
51.0,0.23129,5.0406e-22
52.0,0.23129,4.7243e-22
53.0,0.23129,4.4174e-22
54.0,0.23129,4.1204e-22
55.0,0.23129,3.8335e-22
56.0,0.23129,3.557e-22
57.0,0.23129,3.2913e-22
58.0,0.23129,3.0366e-22
59.0,0.23129,2.793e-22
60.0,0.23129,2.5606e-22
61.0,0.23129,2.3396e-22
62.0,0.23129,2.13e-22
63.0,0.23129,1.9318e-22
64.0,0.23129,1.7449e-22
65.0,0.23129,1.5694e-22
66.0,0.23129,1.4049e-22
67.0,0.23129,1.2515e-22
68.0,0.23129,1.1088e-22
69.0,0.23129,9.7663e-23
70.0,0.23129,8.5476e-23
71.0,0.23129,7.4288e-23
72.0,0.23129,6.4067e-23
73.0,0.23129,5.4776e-23
74.0,0.23129,4.6381e-23
75.0,0.23129,3.8843e-23
76.0,0.23129,3.2121e-23
77.0,0.23129,2.6176e-23
78.0,0.23129,2.0964e-23
79.0,0.23129,1.6445e-23
80.0,0.23129,1.2575e-23
81.0,0.23129,9.3117e-24
82.0,0.23129,6.6131e-24
83.0,0.23129,4.4373e-24
84.0,0.23129,2.7434e-24
85.0,0.23129,1.4912e-24
86.0,0.23129,6.4213e-25
87.0,0.23129,1.585e-25
88.0,0.23129,4.3077e-27
89.0,0.23129,1.4513e-25
90.0,0.23129,5.4826e-25
91.0,0.23129,1.1828e-24
92.0,0.23129,2.0196e-24
93.0,0.23129,3.0316e-24
94.0,0.23129,4.1935e-24
95.0,0.23129,5.482e-24
96.0,0.23129,6.8757e-24
97.0,0.23129,8.3551e-24
98.0,0.23129,9.9025e-24
99.0,0.23129,1.1502e-23
100.0,0.23129,1.314e-23
101.0,0.23129,1.4803e-23
102.0,0.23129,1.648e-23
103.0,0.23129,1.8163e-23
104.0,0.23129,1.9842e-23
105.0,0.23129,2.1511e-23
106.0,0.23129,2.3165e-23
107.0,0.23129,2.4799e-23
108.0,0.23129,2.6409e-23
109.0,0.23129,2.7992e-23
110.0,0.23129,2.9548e-23
111.0,0.23129,3.1073e-23
112.0,0.23129,3.2569e-23
113.0,0.23129,3.4034e-23
114.0,0.23129,3.5469e-23
115.0,0.23129,3.6874e-23
116.0,0.23129,3.8252e-23
117.0,0.23129,3.9602e-23
118.0,0.23129,4.0927e-23
119.0,0.23129,4.2227e-23
120.0,0.23129,4.3505e-23
121.0,0.23129,4.4762e-23
122.0,0.23129,4.5999e-23
123.0,0.23129,4.7219e-23
124.0,0.23129,4.8421e-23
125.0,0.23129,4.9609e-23
126.0,0.23129,5.0783e-23
127.0,0.23129,5.1944e-23
128.0,0.23129,5.3093e-23
129.0,0.23129,5.4231e-23
130.0,0.23129,5.5359e-23
131.0,0.23129,5.6476e-23
132.0,0.23129,5.7583e-23
133.0,0.23129,5.8681e-23
134.0,0.23129,5.9768e-23
135.0,0.23129,6.0846e-23
136.0,0.23129,6.1913e-23
137.0,0.23129,6.2968e-23
138.0,0.23129,6.4013e-23
139.0,0.23129,6.5044e-23
140.0,0.23129,6.6063e-23
141.0,0.23129,6.7067e-23
142.0,0.23129,6.8055e-23
143.0,0.23129,6.9028e-23
144.0,0.23129,6.9983e-23
145.0,0.23129,7.0919e-23
146.0,0.23129,7.1835e-23
147.0,0.23129,7.2731e-23
148.0,0.23129,7.3605e-23
149.0,0.23129,7.4455e-23
150.0,0.23129,7.5282e-23
151.0,0.23129,7.6084e-23
152.0,0.23129,7.6859e-23
153.0,0.23129,7.7609e-23
154.0,0.23129,7.8331e-23
155.0,0.23129,7.9025e-23
156.0,0.23129,7.969e-23
157.0,0.23129,8.0327e-23
158.0,0.23129,8.0934e-23
159.0,0.23129,8.1512e-23
160.0,0.23129,8.2061e-23
161.0,0.23129,8.258e-23
162.0,0.23129,8.3069e-23
163.0,0.23129,8.3529e-23
164.0,0.23129,8.396e-23
165.0,0.23129,8.4362e-23
166.0,0.23129,8.4735e-23
167.0,0.23129,8.508e-23
168.0,0.23129,8.5398e-23
169.0,0.23129,8.5687e-23
170.0,0.23129,8.595e-23
171.0,0.23129,8.6186e-23
172.0,0.23129,8.6396e-23
173.0,0.23129,8.658e-23
174.0,0.23129,8.6738e-23
175.0,0.23129,8.6872e-23
176.0,0.23129,8.6981e-23
177.0,0.23129,8.7065e-23
178.0,0.23129,8.7125e-23
179.0,0.23129,8.7161e-23
180.0,0.23129,8.7173e-23
0.0,0.2449,1.8917e-21
1.0,0.2449,1.8908e-21
2.0,0.2449,1.8882e-21
3.0,0.2449,1.8839e-21
4.0,0.2449,1.8779e-21
5.0,0.2449,1.8701e-21
6.0,0.2449,1.8607e-21
7.0,0.2449,1.8496e-21
8.0,0.2449,1.8368e-21
9.0,0.2449,1.8224e-21
10.0,0.2449,1.8064e-21
11.0,0.2449,1.7888e-21
12.0,0.2449,1.7696e-21
13.0,0.2449,1.749e-21
14.0,0.2449,1.7268e-21
15.0,0.2449,1.7033e-21
16.0,0.2449,1.6783e-21
17.0,0.2449,1.652e-21
18.0,0.2449,1.6244e-21
19.0,0.2449,1.5956e-21
20.0,0.2449,1.5656e-21
21.0,0.2449,1.5344e-21
22.0,0.2449,1.5022e-21
23.0,0.2449,1.4689e-21
24.0,0.2449,1.4348e-21
25.0,0.2449,1.3997e-21
26.0,0.2449,1.3638e-21
27.0,0.2449,1.3272e-21
28.0,0.2449,1.29e-21
29.0,0.2449,1.2521e-21
30.0,0.2449,1.2138e-21
31.0,0.2449,1.175e-21
32.0,0.2449,1.1358e-21
33.0,0.2449,1.0964e-21
34.0,0.2449,1.0568e-21
35.0,0.2449,1.017e-21
36.0,0.2449,9.7727e-22
37.0,0.2449,9.3756e-22
38.0,0.2449,8.9798e-22
39.0,0.2449,8.586e-22
40.0,0.2449,8.1951e-22
41.0,0.2449,7.8079e-22
42.0,0.2449,7.4251e-22
43.0,0.2449,7.0474e-22
44.0,0.2449,6.6756e-22
45.0,0.2449,6.3104e-22
46.0,0.2449,5.9524e-22
47.0,0.2449,5.6022e-22
48.0,0.2449,5.2605e-22
49.0,0.2449,4.9277e-22
50.0,0.2449,4.6045e-22
51.0,0.2449,4.2913e-22
52.0,0.2449,3.9885e-22
53.0,0.2449,3.6965e-22
54.0,0.2449,3.4156e-22
55.0,0.2449,3.1462e-22
56.0,0.2449,2.8884e-22
57.0,0.2449,2.6426e-22
58.0,0.2449,2.4087e-22
59.0,0.2449,2.1869e-22
60.0,0.2449,1.9773e-22
61.0,0.2449,1.7797e-22
62.0,0.2449,1.5943e-22
63.0,0.2449,1.4208e-22
64.0,0.2449,1.2591e-22
65.0,0.2449,1.1091e-22
66.0,0.2449,9.7041e-23
67.0,0.2449,8.4289e-23
68.0,0.2449,7.262e-23
69.0,0.2449,6.2e-23
70.0,0.2449,5.2393e-23
71.0,0.2449,4.376e-23
72.0,0.2449,3.6061e-23
73.0,0.2449,2.9251e-23
74.0,0.2449,2.3288e-23
75.0,0.2449,1.8125e-23
76.0,0.2449,1.3717e-23
77.0,0.2449,1.0016e-23
78.0,0.2449,6.9756e-24
79.0,0.2449,4.5492e-24
80.0,0.2449,2.6904e-24
81.0,0.2449,1.3535e-24
82.0,0.2449,4.9412e-25
83.0,0.2449,6.8738e-26
84.0,0.2449,3.543e-26
85.0,0.2449,3.5383e-25
86.0,0.2449,9.8533e-25
87.0,0.2449,1.8932e-24
88.0,0.2449,3.0428e-24
89.0,0.2449,4.4014e-24
90.0,0.2449,5.9385e-24
91.0,0.2449,7.6259e-24
92.0,0.2449,9.4373e-24
93.0,0.2449,1.1349e-23
94.0,0.2449,1.3339e-23
95.0,0.2449,1.5387e-23
96.0,0.2449,1.7477e-23
97.0,0.2449,1.9592e-23
98.0,0.2449,2.1719e-23
99.0,0.2449,2.3846e-23
100.0,0.2449,2.5962e-23
101.0,0.2449,2.8059e-23
102.0,0.2449,3.013e-23
103.0,0.2449,3.2168e-23
104.0,0.2449,3.4171e-23
105.0,0.2449,3.6133e-23
106.0,0.2449,3.8053e-23
107.0,0.2449,3.9929e-23
108.0,0.2449,4.1761e-23
109.0,0.2449,4.3548e-23
110.0,0.2449,4.5292e-23
111.0,0.2449,4.6993e-23
112.0,0.2449,4.8653e-23
113.0,0.2449,5.0273e-23
114.0,0.2449,5.1857e-23
115.0,0.2449,5.3406e-23
116.0,0.2449,5.4922e-23
117.0,0.2449,5.6408e-23
118.0,0.2449,5.7866e-23
119.0,0.2449,5.93e-23
120.0,0.2449,6.071e-23
121.0,0.2449,6.21e-23
122.0,0.2449,6.3472e-23
123.0,0.2449,6.4826e-23
124.0,0.2449,6.6166e-23
125.0,0.2449,6.7492e-23
126.0,0.2449,6.8806e-23
127.0,0.2449,7.0109e-23
128.0,0.2449,7.1401e-23
129.0,0.2449,7.2684e-23
130.0,0.2449,7.3957e-23
131.0,0.2449,7.522e-23
132.0,0.2449,7.6475e-23
133.0,0.2449,7.7719e-23
134.0,0.2449,7.8954e-23
135.0,0.2449,8.0177e-23
