Angle (deg),Energy (eV),Differential cross section (m2/sr)
14.0,12.245,9.0186e-20
15.0,12.245,8.7369e-20
16.0,12.245,8.4586e-20
17.0,12.245,8.1824e-20
18.0,12.245,7.9079e-20
19.0,12.245,7.6352e-20
20.0,12.245,7.3651e-20
21.0,12.245,7.0984e-20
22.0,12.245,6.8361e-20
23.0,12.245,6.5791e-20
24.0,12.245,6.3278e-20
25.0,12.245,6.0824e-20
26.0,12.245,5.8429e-20
27.0,12.245,5.6091e-20
28.0,12.245,5.3807e-20
29.0,12.245,5.1577e-20
30.0,12.245,4.9399e-20
31.0,12.245,4.7276e-20
32.0,12.245,4.5211e-20
33.0,12.245,4.3205e-20
34.0,12.245,4.1263e-20
35.0,12.245,3.9387e-20
36.0,12.245,3.7579e-20
37.0,12.245,3.5838e-20
38.0,12.245,3.4163e-20
39.0,12.245,3.2552e-20
40.0,12.245,3.1005e-20
41.0,12.245,2.9518e-20
42.0,12.245,2.8093e-20
43.0,12.245,2.673e-20
44.0,12.245,2.543e-20
45.0,12.245,2.4195e-20
46.0,12.245,2.3027e-20
47.0,12.245,2.1927e-20
48.0,12.245,2.0895e-20
49.0,12.245,1.9931e-20
50.0,12.245,1.903e-20
51.0,12.245,1.819e-20
52.0,12.245,1.7405e-20
53.0,12.245,1.6672e-20
54.0,12.245,1.5987e-20
55.0,12.245,1.5346e-20
56.0,12.245,1.4748e-20
57.0,12.245,1.4192e-20
58.0,12.245,1.3679e-20
59.0,12.245,1.3208e-20
60.0,12.245,1.278e-20
61.0,12.245,1.2393e-20
62.0,12.245,1.2046e-20
63.0,12.245,1.1735e-20
64.0,12.245,1.1456e-20
65.0,12.245,1.1204e-20
66.0,12.245,1.0974e-20
67.0,12.245,1.0762e-20
68.0,12.245,1.0562e-20
69.0,12.245,1.0372e-20
70.0,12.245,1.0191e-20
71.0,12.245,1.0017e-20
72.0,12.245,9.8499e-21
73.0,12.245,9.6897e-21
74.0,12.245,9.5361e-21
75.0,12.245,9.3881e-21
76.0,12.245,9.2441e-21
77.0,12.245,9.1017e-21
78.0,12.245,8.958e-21
79.0,12.245,8.8096e-21
80.0,12.245,8.6535e-21
81.0,12.245,8.487e-21
82.0,12.245,8.3082e-21
83.0,12.245,8.1162e-21
84.0,12.245,7.9108e-21
85.0,12.245,7.6927e-21
86.0,12.245,7.4629e-21
87.0,12.245,7.2227e-21
88.0,12.245,6.9732e-21
89.0,12.245,6.7152e-21
90.0,12.245,6.449e-21
91.0,12.245,6.1746e-21
92.0,12.245,5.892e-21
93.0,12.245,5.601e-21
94.0,12.245,5.3016e-21
95.0,12.245,4.9943e-21
96.0,12.245,4.6802e-21
97.0,12.245,4.3608e-21
98.0,12.245,4.0381e-21
99.0,12.245,3.7146e-21
100.0,12.245,3.3927e-21
101.0,12.245,3.075e-21
102.0,12.245,2.7638e-21
103.0,12.245,2.4613e-21
104.0,12.245,2.1695e-21
105.0,12.245,1.8903e-21
106.0,12.245,1.6255e-21
107.0,12.245,1.377e-21
108.0,12.245,1.1468e-21
109.0,12.245,9.3731e-22
110.0,12.245,7.5085e-22
111.0,12.245,5.8995e-22
112.0,12.245,4.5711e-22
113.0,12.245,3.5471e-22
114.0,12.245,2.8499e-22
115.0,12.245,2.4995e-22
116.0,12.245,2.5142e-22
117.0,12.245,2.9104e-22
118.0,12.245,3.7042e-22
119.0,12.245,4.9113e-22
120.0,12.245,6.5476e-22
121.0,12.245,8.6293e-22
122.0,12.245,1.1172e-21
123.0,12.245,1.4191e-21
124.0,12.245,1.7696e-21
125.0,12.245,2.1698e-21
126.0,12.245,2.6201e-21
127.0,12.245,3.1205e-21
128.0,12.245,3.6707e-21
129.0,12.245,4.2702e-21
130.0,12.245,4.9184e-21
131.0,12.245,5.6147e-21
132.0,12.245,6.3586e-21
133.0,12.245,7.1499e-21
134.0,12.245,7.9881e-21
135.0,12.245,8.873e-21
136.0,12.245,9.8041e-21
137.0,12.245,1.078e-20
138.0,12.245,1.18e-20
139.0,12.245,1.2861e-20
140.0,12.245,1.3959e-20
141.0,12.245,1.5093e-20
142.0,12.245,1.6257e-20
143.0,12.245,1.7449e-20
144.0,12.245,1.8665e-20
145.0,12.245,1.9901e-20
146.0,12.245,2.1157e-20
147.0,12.245,2.2429e-20
148.0,12.245,2.3716e-20
149.0,12.245,2.5018e-20
150.0,12.245,2.6331e-20
151.0,12.245,2.7653e-20
152.0,12.245,2.8981e-20
153.0,12.245,3.031e-20
154.0,12.245,3.1633e-20
155.0,12.245,3.2944e-20
156.0,12.245,3.4238e-20
157.0,12.245,3.5509e-20
158.0,12.245,3.675e-20
159.0,12.245,3.796e-20
160.0,12.245,3.9136e-20
161.0,12.245,4.0277e-20
162.0,12.245,4.1383e-20
163.0,12.245,4.2454e-20
164.0,12.245,4.349e-20
165.0,12.245,4.4491e-20
166.0,12.245,4.5451e-20
167.0,12.245,4.6368e-20
168.0,12.245,4.7235e-20
169.0,12.245,4.8044e-20
170.0,12.245,4.8788e-20
171.0,12.245,4.946e-20
172.0,12.245,5.0055e-20
173.0,12.245,5.0569e-20
174.0,12.245,5.1002e-20
175.0,12.245,5.1355e-20
176.0,12.245,5.1633e-20
177.0,12.245,5.1841e-20
178.0,12.245,5.1984e-20
179.0,12.245,5.2068e-20
180.0,12.245,5.2095e-20
0.0,12.925,1.3744e-19
1.0,12.925,1.3701e-19
2.0,12.925,1.3573e-19
3.0,12.925,1.3371e-19
4.0,12.925,1.3107e-19
5.0,12.925,1.2797e-19
6.0,12.925,1.2457e-19
7.0,12.925,1.2102e-19
8.0,12.925,1.1743e-19
9.0,12.925,1.139e-19
10.0,12.925,1.1046e-19
11.0,12.925,1.0714e-19
12.0,12.925,1.0393e-19
13.0,12.925,1.0081e-19
14.0,12.925,9.7773e-20
15.0,12.925,9.478e-20
16.0,12.925,9.1816e-20
17.0,12.925,8.8868e-20
18.0,12.925,8.5931e-20
19.0,12.925,8.3008e-20
20.0,12.925,8.0105e-20
21.0,12.925,7.7233e-20
22.0,12.925,7.4402e-20
23.0,12.925,7.162e-20
24.0,12.925,6.8893e-20
25.0,12.925,6.6221e-20
26.0,12.925,6.3606e-20
27.0,12.925,6.1046e-20
28.0,12.925,5.8539e-20
29.0,12.925,5.6083e-20
30.0,12.925,5.3681e-20
31.0,12.925,5.1333e-20
32.0,12.925,4.9043e-20
33.0,12.925,4.6814e-20
34.0,12.925,4.465e-20
35.0,12.925,4.2554e-20
36.0,12.925,4.0528e-20
37.0,12.925,3.8572e-20
38.0,12.925,3.6684e-20
39.0,12.925,3.4865e-20
40.0,12.925,3.3113e-20
41.0,12.925,3.1426e-20
42.0,12.925,2.9806e-20
43.0,12.925,2.8253e-20
44.0,12.925,2.6768e-20
45.0,12.925,2.5354e-20
46.0,12.925,2.4013e-20
47.0,12.925,2.2746e-20
48.0,12.925,2.1553e-20
49.0,12.925,2.0433e-20
50.0,12.925,1.9383e-20
51.0,12.925,1.84e-20
52.0,12.925,1.7479e-20
53.0,12.925,1.6617e-20
54.0,12.925,1.5811e-20
55.0,12.925,1.5058e-20
56.0,12.925,1.4356e-20
57.0,12.925,1.3706e-20
58.0,12.925,1.3106e-20
59.0,12.925,1.2556e-20
60.0,12.925,1.2056e-20
61.0,12.925,1.1605e-20
62.0,12.925,1.1198e-20
63.0,12.925,1.0834e-20
64.0,12.925,1.0506e-20
65.0,12.925,1.0211e-20
66.0,12.925,9.9437e-21
67.0,12.925,9.6996e-21
68.0,12.925,9.4753e-21
69.0,12.925,9.2683e-21
70.0,12.925,9.0771e-21
71.0,12.925,8.9007e-21
72.0,12.925,8.7383e-21
73.0,12.925,8.5892e-21
74.0,12.925,8.452e-21
75.0,12.925,8.3247e-21
76.0,12.925,8.2045e-21
77.0,12.925,8.088e-21
78.0,12.925,7.9717e-21
79.0,12.925,7.8519e-21
80.0,12.925,7.7256e-21
81.0,12.925,7.5904e-21
82.0,12.925,7.4451e-21
83.0,12.925,7.2891e-21
84.0,12.925,7.1229e-21
85.0,12.925,6.9471e-21
86.0,12.925,6.7629e-21
87.0,12.925,6.5709e-21
88.0,12.925,6.3715e-21
89.0,12.925,6.1646e-21
90.0,12.925,5.9494e-21
91.0,12.925,5.7252e-21
92.0,12.925,5.491e-21
93.0,12.925,5.2462e-21
94.0,12.925,4.9907e-21
95.0,12.925,4.7251e-21
96.0,12.925,4.4508e-21
97.0,12.925,4.1697e-21
98.0,12.925,3.8843e-21
99.0,12.925,3.5973e-21
100.0,12.925,3.3112e-21
101.0,12.925,3.0284e-21
102.0,12.925,2.7511e-21
103.0,12.925,2.4809e-21
104.0,12.925,2.2193e-21
105.0,12.925,1.9678e-21
106.0,12.925,1.7278e-21
107.0,12.925,1.5012e-21
108.0,12.925,1.29e-21
109.0,12.925,1.0966e-21
110.0,12.925,9.2385e-22
111.0,12.925,7.744e-22
112.0,12.925,6.5102e-22
113.0,12.925,5.5623e-22
114.0,12.925,4.9223e-22
115.0,12.925,4.6089e-22
116.0,12.925,4.6379e-22
117.0,12.925,5.0237e-22
118.0,12.925,5.7804e-22
119.0,12.925,6.9236e-22
120.0,12.925,8.4708e-22
121.0,12.925,1.0441e-21
122.0,12.925,1.2855e-21
123.0,12.925,1.5732e-21
124.0,12.925,1.9089e-21
125.0,12.925,2.294e-21
126.0,12.925,2.729e-21
127.0,12.925,3.2141e-21
128.0,12.925,3.7486e-21
129.0,12.925,4.3318e-21
130.0,12.925,4.9625e-21
131.0,12.925,5.6395e-21
132.0,12.925,6.3622e-21
133.0,12.925,7.13e-21
134.0,12.925,7.9429e-21
135.0,12.925,8.8011e-21
136.0,12.925,9.7045e-21
137.0,12.925,1.0653e-20
138.0,12.925,1.1646e-20
139.0,12.925,1.2682e-20
140.0,12.925,1.3758e-20
141.0,12.925,1.4871e-20
142.0,12.925,1.6017e-20
143.0,12.925,1.7192e-20
144.0,12.925,1.8391e-20
145.0,12.925,1.9612e-20
146.0,12.925,2.0851e-20
147.0,12.925,2.2105e-20
148.0,12.925,2.3372e-20
149.0,12.925,2.4652e-20
150.0,12.925,2.5943e-20
151.0,12.925,2.7242e-20
152.0,12.925,2.8547e-20
153.0,12.925,2.9854e-20
154.0,12.925,3.1158e-20
155.0,12.925,3.2453e-20
156.0,12.925,3.3734e-20
157.0,12.925,3.4995e-20
158.0,12.925,3.623e-20
159.0,12.925,3.7435e-20
160.0,12.925,3.8607e-20
161.0,12.925,3.9743e-20
162.0,12.925,4.0844e-20
163.0,12.925,4.1908e-20
164.0,12.925,4.2934e-20
165.0,12.925,4.3923e-20
166.0,12.925,4.487e-20
167.0,12.925,4.5773e-20
168.0,12.925,4.6627e-20
169.0,12.925,4.7425e-20
170.0,12.925,4.8161e-20
171.0,12.925,4.8828e-20
172.0,12.925,4.9422e-20
173.0,12.925,4.994e-20
174.0,12.925,5.038e-20
175.0,12.925,5.0743e-20
176.0,12.925,5.1032e-20
177.0,12.925,5.125e-20
178.0,12.925,5.1401e-20
179.0,12.925,5.1491e-20
180.0,12.925,5.152e-20
0.0,13.606,1.4521e-19
1.0,13.606,1.4477e-19
2.0,13.606,1.4347e-19
3.0,13.606,1.4141e-19
4.0,13.606,1.3872e-19
5.0,13.606,1.3556e-19
6.0,13.606,1.3208e-19
7.0,13.606,1.2844e-19
8.0,13.606,1.2475e-19
9.0,13.606,1.211e-19
10.0,13.606,1.1754e-19
11.0,13.606,1.1409e-19
12.0,13.606,1.1075e-19
13.0,13.606,1.0749e-19
14.0,13.606,1.0431e-19
15.0,13.606,1.0116e-19
16.0,13.606,9.8045e-20
17.0,13.606,9.4942e-20
18.0,13.606,9.1847e-20
19.0,13.606,8.8763e-20
20.0,13.606,8.5698e-20
21.0,13.606,8.266e-20
22.0,13.606,7.9658e-20
23.0,13.606,7.6702e-20
24.0,13.606,7.3795e-20
25.0,13.606,7.094e-20
26.0,13.606,6.8138e-20
27.0,13.606,6.5387e-20
28.0,13.606,6.2687e-20
29.0,13.606,6.0037e-20
30.0,13.606,5.744e-20
31.0,13.606,5.4897e-20
32.0,13.606,5.2412e-20
33.0,13.606,4.9989e-20
34.0,13.606,4.7632e-20
35.0,13.606,4.5344e-20
36.0,13.606,4.3126e-20
37.0,13.606,4.098e-20
38.0,13.606,3.8904e-20
39.0,13.606,3.6899e-20
40.0,13.606,3.4963e-20
41.0,13.606,3.3096e-20
42.0,13.606,3.1299e-20
43.0,13.606,2.9575e-20
44.0,13.606,2.7924e-20
45.0,13.606,2.6349e-20
46.0,13.606,2.4854e-20
47.0,13.606,2.3438e-20
48.0,13.606,2.2101e-20
49.0,13.606,2.0842e-20
50.0,13.606,1.9659e-20
51.0,13.606,1.8548e-20
52.0,13.606,1.7505e-20
53.0,13.606,1.6526e-20
54.0,13.606,1.5608e-20
55.0,13.606,1.475e-20
56.0,13.606,1.395e-20
57.0,13.606,1.3208e-20
58.0,13.606,1.2524e-20
59.0,13.606,1.1898e-20
60.0,13.606,1.133e-20
61.0,13.606,1.0817e-20
62.0,13.606,1.0356e-20
63.0,13.606,9.9443e-21
64.0,13.606,9.5759e-21
65.0,13.606,9.2458e-21
66.0,13.606,8.9489e-21
67.0,13.606,8.6808e-21
68.0,13.606,8.4377e-21
69.0,13.606,8.2172e-21
70.0,13.606,8.0174e-21
71.0,13.606,7.8374e-21
72.0,13.606,7.6765e-21
73.0,13.606,7.5337e-21
74.0,13.606,7.4074e-21
75.0,13.606,7.2956e-21
76.0,13.606,7.1953e-21
77.0,13.606,7.1029e-21
78.0,13.606,7.0144e-21
79.0,13.606,6.9261e-21
80.0,13.606,6.8345e-21
81.0,13.606,6.737e-21
82.0,13.606,6.6318e-21
83.0,13.606,6.518e-21
84.0,13.606,6.3955e-21
85.0,13.606,6.2648e-21
86.0,13.606,6.1264e-21
87.0,13.606,5.9807e-21
88.0,13.606,5.8277e-21
89.0,13.606,5.6672e-21
90.0,13.606,5.4984e-21
91.0,13.606,5.3204e-21
92.0,13.606,5.1323e-21
93.0,13.606,4.9334e-21
94.0,13.606,4.7236e-21
95.0,13.606,4.5034e-21
96.0,13.606,4.2738e-21
97.0,13.606,4.0366e-21
98.0,13.606,3.7938e-21
99.0,13.606,3.5476e-21
100.0,13.606,3.3004e-21
101.0,13.606,3.054e-21
102.0,13.606,2.8104e-21
103.0,13.606,2.5711e-21
104.0,13.606,2.3377e-21
105.0,13.606,2.1116e-21
106.0,13.606,1.8946e-21
107.0,13.606,1.6885e-21
108.0,13.606,1.4955e-21
109.0,13.606,1.3181e-21
110.0,13.606,1.159e-21
111.0,13.606,1.0208e-21
112.0,13.606,9.0611e-22
113.0,13.606,8.1716e-22
114.0,13.606,7.5604e-22
115.0,13.606,7.2454e-22
116.0,13.606,7.2428e-22
117.0,13.606,7.5685e-22
118.0,13.606,8.239e-22
119.0,13.606,9.2726e-22
120.0,13.606,1.069e-21
121.0,13.606,1.2511e-21
122.0,13.606,1.476e-21
123.0,13.606,1.7454e-21
124.0,13.606,2.0611e-21
125.0,13.606,2.424e-21
126.0,13.606,2.8348e-21
127.0,13.606,3.2931e-21
128.0,13.606,3.7986e-21
129.0,13.606,4.3502e-21
130.0,13.606,4.9473e-21
131.0,13.606,5.5891e-21
132.0,13.606,6.2754e-21
133.0,13.606,7.0064e-21
134.0,13.606,7.7825e-21
135.0,13.606,8.6042e-21
136.0,13.606,9.4718e-21
137.0,13.606,1.0385e-20
138.0,13.606,1.1343e-20
139.0,13.606,1.2344e-20
140.0,13.606,1.3384e-20
141.0,13.606,1.446e-20
142.0,13.606,1.5567e-20
143.0,13.606,1.6702e-20
144.0,13.606,1.786e-20
145.0,13.606,1.9039e-20
146.0,13.606,2.0234e-20
147.0,13.606,2.1446e-20
148.0,13.606,2.2673e-20
149.0,13.606,2.3914e-20
150.0,13.606,2.5168e-20
151.0,13.606,2.6433e-20
152.0,13.606,2.7707e-20
153.0,13.606,2.8985e-20
154.0,13.606,3.0261e-20
155.0,13.606,3.153e-20
156.0,13.606,3.2784e-20
157.0,13.606,3.4016e-20
158.0,13.606,3.5223e-20
159.0,13.606,3.6398e-20
160.0,13.606,3.7539e-20
161.0,13.606,3.8646e-20
162.0,13.606,3.9718e-20
163.0,13.606,4.0755e-20
164.0,13.606,4.1758e-20
165.0,13.606,4.2726e-20
166.0,13.606,4.3656e-20
167.0,13.606,4.4545e-20
168.0,13.606,4.5387e-20
169.0,13.606,4.6175e-20
170.0,13.606,4.6901e-20
171.0,13.606,4.756e-20
172.0,13.606,4.8144e-20
173.0,13.606,4.865e-20
174.0,13.606,4.9078e-20
175.0,13.606,4.9428e-20
176.0,13.606,4.9704e-20
177.0,13.606,4.9911e-20
178.0,13.606,5.0054e-20
179.0,13.606,5.0138e-20
180.0,13.606,5.0165e-20
0.0,14.286,1.5166e-19
1.0,14.286,1.5121e-19
2.0,14.286,1.4989e-19
3.0,14.286,1.4778e-19
4.0,14.286,1.4504e-19
5.0,14.286,1.4181e-19
6.0,14.286,1.3826e-19
7.0,14.286,1.3454e-19
8.0,14.286,1.3077e-19
9.0,14.286,1.2703e-19
10.0,14.286,1.2338e-19
11.0,14.286,1.1983e-19
12.0,14.286,1.1638e-19
13.0,14.286,1.1302e-19
14.0,14.286,1.0973e-19
15.0,14.286,1.0647e-19
16.0,14.286,1.0324e-19
17.0,14.286,1.0002e-19
18.0,14.286,9.6798e-20
19.0,14.286,9.3587e-20
20.0,14.286,9.0389e-20
21.0,14.286,8.7216e-20
22.0,14.286,8.4075e-20
23.0,14.286,8.0974e-20
24.0,14.286,7.792e-20
25.0,14.286,7.4915e-20
26.0,14.286,7.1958e-20
27.0,14.286,6.905e-20
28.0,14.286,6.6191e-20
29.0,14.286,6.338e-20
30.0,14.286,6.062e-20
31.0,14.286,5.7914e-20
32.0,14.286,5.5265e-20
33.0,14.286,5.2678e-20
34.0,14.286,5.0156e-20
35.0,14.286,4.7705e-20
36.0,14.286,4.5324e-20
37.0,14.286,4.3017e-20
38.0,14.286,4.0781e-20
39.0,14.286,3.8617e-20
40.0,14.286,3.6525e-20
41.0,14.286,3.4505e-20
42.0,14.286,3.2557e-20
43.0,14.286,3.0684e-20
44.0,14.286,2.8888e-20
45.0,14.286,2.7172e-20
46.0,14.286,2.5539e-20
47.0,14.286,2.3989e-20
48.0,14.286,2.2523e-20
49.0,14.286,2.1141e-20
50.0,14.286,1.9839e-20
51.0,14.286,1.8615e-20
52.0,14.286,1.7465e-20
53.0,14.286,1.6384e-20
54.0,14.286,1.5371e-20
55.0,14.286,1.4423e-20
56.0,14.286,1.3538e-20
57.0,14.286,1.2718e-20
58.0,14.286,1.196e-20
59.0,14.286,1.1266e-20
60.0,14.286,1.0635e-20
61.0,14.286,1.0064e-20
62.0,14.286,9.5524e-21
63.0,14.286,9.095e-21
64.0,14.286,8.6876e-21
65.0,14.286,8.325e-21
66.0,14.286,8.002e-21
67.0,14.286,7.7139e-21
68.0,14.286,7.4566e-21
69.0,14.286,7.2272e-21
70.0,14.286,7.0234e-21
71.0,14.286,6.8437e-21
72.0,14.286,6.6869e-21
73.0,14.286,6.5519e-21
74.0,14.286,6.437e-21
75.0,14.286,6.34e-21
76.0,14.286,6.2582e-21
77.0,14.286,6.1879e-21
78.0,14.286,6.1255e-21
79.0,14.286,6.0671e-21
80.0,14.286,6.009e-21
81.0,14.286,5.9485e-21
82.0,14.286,5.8831e-21
83.0,14.286,5.8116e-21
84.0,14.286,5.7331e-21
85.0,14.286,5.6474e-21
86.0,14.286,5.5545e-21
87.0,14.286,5.4546e-21
88.0,14.286,5.3474e-21
89.0,14.286,5.2326e-21
90.0,14.286,5.1093e-21
91.0,14.286,4.9769e-21
92.0,14.286,4.8344e-21
93.0,14.286,4.6812e-21
94.0,14.286,4.517e-21
95.0,14.286,4.3422e-21
96.0,14.286,4.1574e-21
97.0,14.286,3.964e-21
98.0,14.286,3.7634e-21
99.0,14.286,3.5577e-21
100.0,14.286,3.3485e-21
101.0,14.286,3.1378e-21
102.0,14.286,2.9271e-21
103.0,14.286,2.7181e-21
104.0,14.286,2.5124e-21
105.0,14.286,2.3115e-21
106.0,14.286,2.1171e-21
107.0,14.286,1.9312e-21
108.0,14.286,1.756e-21
109.0,14.286,1.5938e-21
110.0,14.286,1.4471e-21
111.0,14.286,1.3184e-21
112.0,14.286,1.2102e-21
113.0,14.286,1.1247e-21
114.0,14.286,1.0639e-21
115.0,14.286,1.0296e-21
116.0,14.286,1.0236e-21
117.0,14.286,1.0475e-21
118.0,14.286,1.1032e-21
119.0,14.286,1.1925e-21
120.0,14.286,1.3176e-21
121.0,14.286,1.4804e-21
122.0,14.286,1.6832e-21
123.0,14.286,1.9278e-21
124.0,14.286,2.2159e-21
125.0,14.286,2.5485e-21
126.0,14.286,2.9262e-21
127.0,14.286,3.3493e-21
128.0,14.286,3.8173e-21
129.0,14.286,4.3299e-21
130.0,14.286,4.8865e-21
131.0,14.286,5.4866e-21
132.0,14.286,6.1303e-21
133.0,14.286,6.8177e-21
134.0,14.286,7.5491e-21
135.0,14.286,8.3248e-21
136.0,14.286,9.1449e-21
137.0,14.286,1.0009e-20
138.0,14.286,1.0916e-20
139.0,14.286,1.1864e-20
140.0,14.286,1.2851e-20
141.0,14.286,1.3872e-20
142.0,14.286,1.4925e-20
143.0,14.286,1.6006e-20
144.0,14.286,1.711e-20
145.0,14.286,1.8236e-20
146.0,14.286,1.9381e-20
147.0,14.286,2.0543e-20
148.0,14.286,2.1721e-20
149.0,14.286,2.2914e-20
150.0,14.286,2.4121e-20
151.0,14.286,2.5338e-20
152.0,14.286,2.6563e-20
153.0,14.286,2.7792e-20
154.0,14.286,2.9019e-20
155.0,14.286,3.0239e-20
156.0,14.286,3.1446e-20
157.0,14.286,3.2632e-20
158.0,14.286,3.3795e-20
159.0,14.286,3.4929e-20
160.0,14.286,3.6033e-20
161.0,14.286,3.7104e-20
162.0,14.286,3.8143e-20
163.0,14.286,3.9149e-20
164.0,14.286,4.0122e-20
165.0,14.286,4.1061e-20
166.0,14.286,4.1962e-20
167.0,14.286,4.2822e-20
168.0,14.286,4.3636e-20
169.0,14.286,4.4397e-20
170.0,14.286,4.5099e-20
171.0,14.286,4.5735e-20
172.0,14.286,4.63e-20
173.0,14.286,4.6791e-20
174.0,14.286,4.7208e-20
175.0,14.286,4.755e-20
176.0,14.286,4.7821e-20
177.0,14.286,4.8026e-20
178.0,14.286,4.8168e-20
179.0,14.286,4.8251e-20
180.0,14.286,4.8279e-20
0.0,14.966,1.5682e-19
1.0,14.966,1.5636e-19
2.0,14.966,1.5501e-19
3.0,14.966,1.5287e-19
4.0,14.966,1.5007e-19
5.0,14.966,1.4678e-19
6.0,14.966,1.4316e-19
7.0,14.966,1.3937e-19
8.0,14.966,1.3553e-19
9.0,14.966,1.3173e-19
10.0,14.966,1.2801e-19
11.0,14.966,1.2439e-19
12.0,14.966,1.2088e-19
13.0,14.966,1.1745e-19
14.0,14.966,1.1407e-19
15.0,14.966,1.1073e-19
16.0,14.966,1.0741e-19
17.0,14.966,1.041e-19
18.0,14.966,1.0078e-19
19.0,14.966,9.7471e-20
20.0,14.966,9.417e-20
21.0,14.966,9.089e-20
22.0,14.966,8.7641e-20
23.0,14.966,8.4429e-20
24.0,14.966,8.126e-20
25.0,14.966,7.8137e-20
26.0,14.966,7.5059e-20
27.0,14.966,7.2027e-20
28.0,14.966,6.904e-20
29.0,14.966,6.61e-20
30.0,14.966,6.3208e-20
31.0,14.966,6.0369e-20
32.0,14.966,5.7586e-20
33.0,14.966,5.4865e-20
34.0,14.966,5.221e-20
35.0,14.966,4.9625e-20
36.0,14.966,4.7112e-20
37.0,14.966,4.4671e-20
38.0,14.966,4.2304e-20
39.0,14.966,4.0009e-20
40.0,14.966,3.7786e-20
41.0,14.966,3.5636e-20
42.0,14.966,3.356e-20
43.0,14.966,3.1561e-20
44.0,14.966,2.9642e-20
45.0,14.966,2.7806e-20
46.0,14.966,2.6057e-20
47.0,14.966,2.4395e-20
48.0,14.966,2.2822e-20
49.0,14.966,2.1336e-20
50.0,14.966,1.9934e-20
51.0,14.966,1.8615e-20
52.0,14.966,1.7373e-20
53.0,14.966,1.6205e-20
54.0,14.966,1.5108e-20
55.0,14.966,1.4081e-20
56.0,14.966,1.3122e-20
57.0,14.966,1.2231e-20
58.0,14.966,1.1409e-20
59.0,14.966,1.0655e-20
60.0,14.966,9.9703e-21
61.0,14.966,9.3521e-21
62.0,14.966,8.798e-21
63.0,14.966,8.304e-21
64.0,14.966,7.8653e-21
65.0,14.966,7.4764e-21
66.0,14.966,7.1318e-21
67.0,14.966,6.8266e-21
68.0,14.966,6.5566e-21
69.0,14.966,6.3185e-21
70.0,14.966,6.1102e-21
71.0,14.966,5.9301e-21
72.0,14.966,5.7771e-21
73.0,14.966,5.6501e-21
74.0,14.966,5.5474e-21
75.0,14.966,5.4667e-21
76.0,14.966,5.4051e-21
77.0,14.966,5.3588e-21
78.0,14.966,5.3237e-21
79.0,14.966,5.2957e-21
80.0,14.966,5.2708e-21
81.0,14.966,5.2456e-21
82.0,14.966,5.2176e-21
83.0,14.966,5.185e-21
84.0,14.966,5.1468e-21
85.0,14.966,5.1026e-21
86.0,14.966,5.0522e-21
87.0,14.966,4.9957e-21
88.0,14.966,4.9326e-21
89.0,14.966,4.8625e-21
90.0,14.966,4.7845e-21
91.0,14.966,4.6976e-21
92.0,14.966,4.6006e-21
93.0,14.966,4.4927e-21
94.0,14.966,4.3733e-21
95.0,14.966,4.2424e-21
96.0,14.966,4.1005e-21
97.0,14.966,3.9486e-21
98.0,14.966,3.788e-21
99.0,14.966,3.6204e-21
100.0,14.966,3.4474e-21
101.0,14.966,3.2707e-21
102.0,14.966,3.092e-21
103.0,14.966,2.9125e-21
104.0,14.966,2.7339e-21
105.0,14.966,2.5575e-21
106.0,14.966,2.3851e-21
107.0,14.966,2.2183e-21
108.0,14.966,2.0595e-21
109.0,14.966,1.9107e-21
110.0,14.966,1.7746e-21
111.0,14.966,1.6536e-21
112.0,14.966,1.55e-21
113.0,14.966,1.4662e-21
114.0,14.966,1.404e-21
115.0,14.966,1.3654e-21
116.0,14.966,1.352e-21
117.0,14.966,1.3654e-21
118.0,14.966,1.4074e-21
119.0,14.966,1.4796e-21
120.0,14.966,1.5843e-21
121.0,14.966,1.7234e-21
122.0,14.966,1.8993e-21
123.0,14.966,2.1139e-21
124.0,14.966,2.369e-21
125.0,14.966,2.6661e-21
126.0,14.966,3.006e-21
127.0,14.966,3.3892e-21
128.0,14.966,3.8156e-21
129.0,14.966,4.2847e-21
130.0,14.966,4.7961e-21
131.0,14.966,5.3493e-21
132.0,14.966,5.944e-21
133.0,14.966,6.5803e-21
134.0,14.966,7.2582e-21
135.0,14.966,7.9782e-21
136.0,14.966,8.7403e-21
137.0,14.966,9.5445e-21
138.0,14.966,1.039e-20
139.0,14.966,1.1276e-20
140.0,14.966,1.2199e-20
141.0,14.966,1.3158e-20
142.0,14.966,1.4149e-20
143.0,14.966,1.5168e-20
144.0,14.966,1.6212e-20
145.0,14.966,1.7279e-20
146.0,14.966,1.8365e-20
147.0,14.966,1.9468e-20
148.0,14.966,2.0586e-20
149.0,14.966,2.1718e-20
150.0,14.966,2.2862e-20
151.0,14.966,2.4016e-20
152.0,14.966,2.5178e-20
153.0,14.966,2.6343e-20
154.0,14.966,2.7508e-20
155.0,14.966,2.8667e-20
156.0,14.966,2.9816e-20
157.0,14.966,3.095e-20
158.0,14.966,3.2063e-20
159.0,14.966,3.3151e-20
160.0,14.966,3.4212e-20
161.0,14.966,3.5243e-20
162.0,14.966,3.6242e-20
163.0,14.966,3.7209e-20
164.0,14.966,3.8141e-20
165.0,14.966,3.9038e-20
166.0,14.966,3.9897e-20
167.0,14.966,4.0715e-20
168.0,14.966,4.1488e-20
